Time (ns),Total E x (V/m),Total E y (V/m),Total E z (V/m)
0.41701545,2.87168206e-11,-8.0019192e-05,8.00190974e-05
0.418015483,2.79045207e-11,-8.53834936e-05,8.53833917e-05
0.419015517,2.60806099e-11,-9.0557558e-05,9.05574561e-05
0.42001555,2.34475703e-11,-9.55128198e-05,9.5512718e-05
0.421015584,2.02078822e-11,-0.000100220779,0.000100220677
0.422015645,1.65644234e-11,-0.000104652965,0.000104652863
0.423015678,1.31242378e-11,-0.000108781322,0.00010878122
0.424015711,9.88772172e-12,-0.000112578113,0.000112578011
0.425015745,6.85447879e-12,-0.000116016185,0.000116016083
0.426015778,4.63076105e-12,-0.000119069024,0.000119068922
0.427015812,3.01408854e-12,-0.000121710938,0.000121710837
0.428015845,1.59950005e-12,-0.000123917212,0.000123917111
0.429015906,5.89079783e-13,-0.000125664184,0.000125664083
0.43001594,-1.796523e-14,-0.000126929459,0.000126929357
0.431015973,1.83325997e-13,-0.000127691965,0.000127691877
0.432016006,5.86701315e-13,-0.000127932202,0.000127932115
0.43301604,1.79841276e-12,-0.000127632316,0.000127632229
0.434016073,3.41508527e-12,-0.000126776125,0.000126776038
0.435016106,5.23503116e-12,-0.000125349368,0.000125349281
0.43601614,7.05616642e-12,-0.000123339865,0.000123339778
0.437016201,8.67640682e-12,-0.00012073759,0.000120737495
0.438016234,9.48831118e-12,-0.000117534611,0.000117534517
0.439016268,9.69356626e-12,-0.000113725393,0.000113725298
0.440016301,8.28016735e-12,-0.000109306893,0.000109306799
0.441016335,5.65228159e-12,-0.000104278573,0.000104278479
0.442016368,1.40455226e-12,-9.86425148e-05,9.86424202e-05
0.443016401,-4.0584567e-12,-9.24036649e-05,9.24035703e-05
0.444016435,-1.07367448e-11,-8.55694307e-05,8.55693434e-05
0.445016496,-1.76183061e-11,-7.81501658e-05,7.8150093e-05
0.446016529,-2.42981798e-11,-7.01590907e-05,7.01590252e-05
0.447016563,-3.04720485e-11,-6.16123216e-05,6.16122707e-05
0.448016596,-3.60384778e-11,-5.25291107e-05,5.25290743e-05
0.449016629,-4.06935458e-11,-4.29312313e-05,4.29312095e-05
0.450016663,-4.45380989e-11,-3.28435635e-05,3.28435599e-05
0.451016696,-4.75218129e-11,-2.22939125e-05,2.22939234e-05
0.452016757,-4.99485071e-11,-1.13132119e-05,1.13132373e-05
